id,o,d,ta,ca,lane_level,road_type
8093,80681799,80681797,17.8,2000,1,residential
8094,80681799,80752448,8.8,2000,1,residential
8095,80681801,80693056,6.3,2000,1,primary
8096,80681801,80693056,6.3,2000,2,primary
8097,80681801,80693056,6.3,2000,3,primary
8098,80681801,80693056,6.3,2000,4,primary
8099,80681801,80693056,6.3,2000,5,primary
8100,80681801,80681799,17.6,2000,1,residential
8101,80681801,80692382,6.7,2000,1,primary
8102,80681801,80692382,6.7,2000,2,primary
8103,80681801,80692382,6.7,2000,3,primary
8104,80681801,80692382,6.7,2000,4,primary
8105,80681801,80692382,6.7,2000,5,primary
8106,80681805,80681806,10.1,2000,1,residential
8107,80681806,80681805,10.1,2000,1,residential
8108,80681806,80707318,8.6,2000,1,residential
8109,80681806,80707318,8.6,2000,2,residential
8110,80681806,80692343,8.4,2000,1,residential
8111,80681806,80692343,8.4,2000,2,residential
8112,80681806,80681808,19.4,2000,1,residential
8113,80681808,80681810,17.5,2000,1,residential
8114,80681808,80681806,19.4,2000,1,residential
8115,80681808,80752476,7.3,2000,1,primary
8116,80681808,80752476,7.3,2000,2,primary
8117,80681808,80752476,7.3,2000,3,primary
8118,80681808,80752476,7.3,2000,4,primary
8119,80681808,80692345,7.0,2000,1,primary
8120,80681810,80681812,17.4,2000,1,residential
8121,80681810,80719909,8.5,2000,1,residential
8122,80681810,80681808,17.5,2000,1,residential
8123,80681810,80692347,8.2,2000,1,residential
8124,80681812,80681810,17.4,2000,1,residential
8125,80681812,80752478,8.5,2000,1,residential
8126,80681812,80692349,8.2,2000,1,residential
8127,80681816,80681818,8.6,2000,1,residential
8128,80681816,80667545,8.1,2000,1,residential
8129,80681816,80667563,10.8,2000,1,tertiary
8130,80681816,80667563,10.8,2000,2,tertiary
8131,80681816,80692356,11.4,2000,1,tertiary
8132,80681816,80692356,11.4,2000,2,tertiary
8133,80681818,80681816,8.6,2000,1,residential
8134,80681818,80692358,13.5,2000,1,residential
8135,80681818,80681829,4.1,2000,1,residential
8136,80681829,80752487,3.4,2000,1,residential
8137,80681829,80681818,4.1,2000,1,residential
8138,80681829,80653328,11.3,2000,1,residential
8139,80681829,80692360,15.1,2000,1,residential
8140,80681843,80692362,9.6,2000,1,tertiary
8141,80681843,80692362,9.6,2000,2,tertiary
8142,80681843,80653328,11.6,2000,1,residential
8143,80681843,80752500,7.7,2000,1,tertiary
8144,80681843,80752500,7.7,2000,2,tertiary
8145,80681847,80681849,20.2,2000,1,residential
8146,80681847,80746866,4.9,2000,1,secondary
8147,80681847,80746866,4.9,2000,2,secondary
8148,80681847,80692368,5.2,2000,1,secondary
8149,80681849,80681851,15.0,2000,1,residential
8150,80681849,80681847,20.2,2000,1,residential
8151,80681849,80711701,7.0,2000,1,residential
8152,80681849,80692370,7.5,2000,1,residential
8153,80681851,80681849,15.0,2000,1,residential
8154,80681851,80681791,2.0,2000,1,residential
8155,80681851,80692372,6.8,2000,1,residential
8156,80685192,8042971330,5.0,2000,1,tertiary
8157,80685192,8042971330,5.0,2000,2,tertiary
8158,80685192,9318149781,0.8,2000,1,residential
8159,80685192,9318149722,28.9,2000,1,secondary
8160,80685205,80664170,4.6,2000,1,residential
8161,80685205,80662315,5.2,2000,1,residential
8162,80685205,80661963,33.2,2000,1,residential
8163,80685211,80692163,3.0,2000,1,residential
8164,80685219,80742898,4.4,2000,1,residential
8165,80685219,80742897,8.7,2000,1,residential
8166,80685219,80723950,17.7,2000,1,residential
8167,80685219,80704793,27.6,2000,1,residential
8168,80686728,80700982,31.1,2000,1,tertiary
8169,80686728,80645581,11.2,2000,1,secondary
8170,80686728,80686732,9.2,2000,1,secondary
8171,80686732,80686755,12.4,2000,1,secondary
8172,80686732,80686755,12.4,2000,2,secondary
8173,80686732,80686728,9.2,2000,1,secondary
8174,80686732,11642376929,33.2,2000,1,residential
8175,80686755,80686757,10.5,2000,1,secondary
8176,80686755,80686757,10.5,2000,2,secondary
8177,80686755,80686732,12.4,2000,1,secondary
8178,80686755,80686732,12.4,2000,2,secondary
8179,80686755,80710819,20.5,2000,1,residential
8180,80686757,2440996492,14.9,2000,1,secondary
8181,80686757,2440996492,14.9,2000,2,secondary
8182,80686757,80686755,10.5,2000,1,secondary
8183,80686757,80686755,10.5,2000,2,secondary
8184,80686757,80710513,29.5,2000,1,residential
8185,80686757,2440996457,54.0,2000,1,residential
8186,80686785,1350987704,0.9,2000,1,secondary
8187,80686785,1350987704,0.9,2000,2,secondary
8188,80686785,1350987716,13.3,2000,1,secondary
8189,80686785,2440996492,6.2,2000,1,secondary
8190,80686785,2440996492,6.2,2000,2,secondary
8191,80686850,80686852,4.7,2000,1,residential
8192,80686850,80812598,31.7,2000,1,residential
8193,80686850,80791247,9.2,2000,1,residential
8194,80686852,80686850,4.7,2000,1,residential
8195,80686862,80686864,5.6,2000,1,residential
8196,80686862,80290566,7.5,2000,1,secondary
8197,80686862,80290566,7.5,2000,2,secondary
8198,80686862,80290566,7.5,2000,3,secondary
8199,80686862,80290566,7.5,2000,4,secondary
8200,80686862,80290537,6.6,2000,1,secondary
8201,80686862,80290537,6.6,2000,2,secondary
8202,80686862,80290537,6.6,2000,3,secondary
8203,80686862,80290537,6.6,2000,4,secondary
8204,80686864,80686862,5.6,2000,1,residential
8205,80686868,80654456,7.8,2000,1,residential
8206,80686868,80686889,28.6,2000,1,residential
8207,80686868,80670714,11.2,2000,1,residential
8208,80686889,80654369,4.5,2000,1,secondary
8209,80686889,80654369,4.5,2000,2,secondary
8210,80686889,80654369,4.5,2000,3,secondary
8211,80686889,80654369,4.5,2000,4,secondary
8212,80686889,80654369,4.5,2000,5,secondary
8213,80686889,80707233,3.0,2000,1,secondary
8214,80686889,80707233,3.0,2000,2,secondary
8215,80686889,80707233,3.0,2000,3,secondary
8216,80686889,80707233,3.0,2000,4,secondary
8217,80686889,80707233,3.0,2000,5,secondary
8218,80686889,80686868,28.6,2000,1,residential
8219,80686931,80678309,50.8,2000,1,unclassified
8220,80686941,80728689,12.3,2000,1,residential
8221,80686941,80640988,6.6,2000,1,tertiary
8222,80686941,80640988,6.6,2000,2,tertiary
8223,80686941,2448815644,50.5,2000,1,tertiary
8224,80686941,2448815644,50.5,2000,2,tertiary
8225,80686943,80706945,32.6,2000,1,unclassified
8226,80686943,80686945,20.1,2000,1,unclassified
8227,80686943,80686945,20.1,2000,2,unclassified
8228,80686943,80640991,9.8,2000,1,unclassified
8229,80686943,80640991,9.8,2000,2,unclassified
8230,80686945,80706945,50.5,2000,1,unclassified
8231,80686945,1331643645,14.7,2000,1,unclassified
8232,80686945,1331643645,14.7,2000,2,unclassified
8233,80686945,80686943,20.1,2000,1,unclassified
8234,80686945,80686943,20.1,2000,2,unclassified
8235,80686994,2379640661,35.0,2000,1,tertiary
8236,80686994,2379640661,35.0,2000,2,tertiary
8237,80686994,80724498,92.0,2000,1,tertiary
8238,80686994,80724498,92.0,2000,2,tertiary
8239,80686994,80681065,39.7,2000,1,unclassified
8240,80687062,80687064,16.9,2000,1,residential
8241,80687062,80701081,12.4,2000,1,residential
8242,80687062,80693818,7.9,2000,1,residential
8243,80687064,80687062,16.9,2000,1,residential
8244,80687074,80672433,10.5,2000,1,residential
8245,80687083,80661704,10.3,2000,1,residential
8246,80687557,80687561,20.7,2000,1,residential
8247,80687561,80692729,19.0,2000,1,residential
8248,80687561,80687557,20.7,2000,1,residential
8249,80687561,80652940,4.7,2000,1,residential
8250,80687578,80655326,8.8,2000,1,residential
8251,80687578,80649849,8.7,2000,1,residential
8252,80687578,2447698850,6.9,2000,1,residential
8253,80687580,80730427,8.7,2000,1,residential
8254,80687580,80655330,8.8,2000,1,residential
8255,80687580,80687581,8.8,2000,1,residential
8256,80687580,80671346,8.8,2000,1,residential
8257,80687581,80655332,8.7,2000,1,residential
8258,80687581,80725865,8.7,2000,1,residential
8259,80687581,80687583,8.7,2000,1,residential
8260,80687581,80687580,8.8,2000,1,residential
8261,80687583,80757623,8.7,2000,1,residential
8262,80687583,80655334,8.7,2000,1,residential
8263,80687583,80687581,8.7,2000,1,residential
8264,80687583,80687584,17.8,2000,1,residential
8265,80687584,80719398,10.8,2000,1,unclassified
8266,80687584,80655334,31.8,2000,1,"['unclassified', 'residential']"
8267,80687584,80687583,17.8,2000,1,residential
8268,80687596,80678638,4.2,2000,1,residential
8269,80687596,80687612,10.5,2000,1,residential
8270,80687596,80655304,18.0,2000,1,residential
8271,80687612,80687596,10.5,2000,1,residential
8272,80687637,8060772296,16.4,2000,1,residential
8273,80687637,2459001257,4.9,2000,1,secondary
8274,80687637,2459001257,4.9,2000,2,secondary
8275,80687637,8085953682,6.3,2000,1,secondary
8276,80687637,8085953682,6.3,2000,2,secondary
8277,80687669,80687706,20.6,2000,1,residential
8278,80687669,80687706,10.1,2000,1,secondary
8279,80687669,80687706,10.1,2000,2,secondary
8280,80687669,80687706,10.1,2000,3,secondary
8281,80687669,80687706,10.1,2000,4,secondary
8282,80687669,80698116,11.5,2000,1,tertiary
8283,80687669,80746883,6.2,2000,1,secondary
8284,80687669,80746883,6.2,2000,2,secondary
8285,80687669,80746883,6.2,2000,3,secondary
8286,80687669,80746883,6.2,2000,4,secondary
8287,80687706,80738590,3.9,2000,1,secondary
8288,80687706,80738590,3.9,2000,2,secondary
8289,80687706,80738590,3.9,2000,3,secondary
8290,80687706,80738590,3.9,2000,4,secondary
8291,80687706,80687669,20.6,2000,1,residential
8292,80687706,80687669,10.1,2000,1,secondary
8293,80687706,80687669,10.1,2000,2,secondary
8294,80687706,80687669,10.1,2000,3,secondary
8295,80687706,80687669,10.1,2000,4,secondary
8296,80687712,80687714,8.1,2000,1,residential
8297,80687712,80746883,18.8,2000,1,residential
8298,80687712,80746881,31.4,2000,1,residential
8299,80687714,80687712,8.1,2000,1,residential
8300,80687714,80728793,6.3,2000,1,residential
8301,80687714,80728801,10.1,2000,1,residential
8302,80687717,80681558,4.2,2000,1,residential
8303,80687740,80796509,8.4,2000,1,tertiary
8304,80687740,80687745,10.0,2000,1,residential
8305,80687740,80764840,35.1,2000,1,tertiary
8306,80687745,80687740,10.0,2000,1,residential
8307,80687749,80706509,6.9,2000,1,tertiary
8308,80687749,80706509,6.9,2000,2,tertiary
8309,80687749,80728180,6.9,2000,1,tertiary
8310,80687749,80728180,6.9,2000,2,tertiary
8311,80687749,80687767,38.0,2000,1,residential
8312,80687767,80687769,15.4,2000,1,residential
8313,80687767,80717904,7.6,2000,1,residential
8314,80687767,80687749,38.0,2000,1,residential
8315,80687767,80678492,6.0,2000,1,residential
8316,80687769,80687767,15.4,2000,1,residential
8317,80687769,80717902,7.5,2000,1,residential
8318,80687769,80678500,7.7,2000,1,residential
8319,80687774,80675273,12.9,2000,1,residential
8320,80687774,80665162,39.1,2000,1,residential
8321,80687774,80690030,7.7,2000,1,residential
8322,80687785,80789206,7.5,2000,1,tertiary
8323,80687785,80789206,7.5,2000,2,tertiary
8324,80687785,80687803,30.7,2000,1,residential
8325,80687785,80675273,12.6,2000,1,residential
8326,80687785,80690052,5.4,2000,1,tertiary
8327,80687803,80746888,2.8,2000,1,secondary
8328,80687803,80746888,2.8,2000,2,secondary
8329,80687803,80746888,2.8,2000,3,secondary
8330,80687803,80746888,2.8,2000,4,secondary
8331,80687803,80695078,3.2,2000,1,secondary
8332,80687803,80695078,3.2,2000,2,secondary
8333,80687803,80695078,3.2,2000,3,secondary
8334,80687803,80695078,3.2,2000,4,secondary
8335,80687803,80687785,30.7,2000,1,residential
8336,80687809,80687811,8.7,2000,1,residential
8337,80687809,80807860,7.5,2000,1,secondary
8338,80687809,80807860,7.5,2000,2,secondary
8339,80687809,80807860,7.5,2000,3,secondary
8340,80687809,80807860,7.5,2000,4,secondary
8341,80687809,80738131,7.5,2000,1,secondary
8342,80687811,80687813,8.7,2000,1,residential
8343,80687811,80687809,8.7,2000,1,residential
8344,80687811,80738133,8.7,2000,1,residential
8345,80687811,80739223,8.7,2000,1,residential
8346,80687813,80687815,8.7,2000,1,residential
8347,80687813,80687811,8.7,2000,1,residential
8348,80687813,80738135,8.7,2000,1,residential
8349,80687813,80783420,8.8,2000,1,residential
8350,80687815,80666990,8.8,2000,1,residential
8351,80687815,80687813,8.7,2000,1,residential
8352,80687815,80738139,8.7,2000,1,residential
8353,80687815,80766229,8.8,2000,1,residential
8354,80687816,80687817,8.8,2000,1,residential
8355,80687816,80666990,8.7,2000,1,residential
8356,80687816,80738141,8.7,2000,1,residential
8357,80687816,80744323,8.8,2000,1,residential
8358,80687817,80687819,8.8,2000,1,residential
8359,80687817,80687816,8.8,2000,1,residential
8360,80687817,80722812,8.8,2000,1,residential
8361,80687817,80722809,8.7,2000,1,residential
8362,80687819,80687822,8.7,2000,1,residential
8363,80687819,80687817,8.8,2000,1,residential
8364,80687819,80719175,8.8,2000,1,residential
8365,80687819,80719173,8.8,2000,1,residential
8366,80687822,80639002,8.7,2000,1,residential
8367,80687822,80687819,8.7,2000,1,residential
8368,80687822,80719006,8.8,2000,1,residential
8369,80687822,80719004,9.0,2000,1,residential
8370,80687824,80639002,8.8,2000,1,residential
8371,80687824,80707889,8.9,2000,1,residential
8372,80687824,80687828,7.6,2000,1,residential
8373,80687828,80722698,13.0,2000,1,residential
8374,80687828,80687824,7.6,2000,1,residential
8375,80687828,80722696,6.6,2000,1,residential
8376,80687895,80670253,10.1,2000,1,residential
8377,80687895,80677692,10.1,2000,1,residential
8378,80687895,80703221,12.5,2000,1,residential
8379,80687895,80703219,12.8,2000,1,residential
8380,80687897,80738123,12.4,2000,1,residential
8381,80687897,80767253,12.8,2000,1,residential
8382,80687897,80687899,10.2,2000,1,residential
8383,80687897,80670253,9.7,2000,1,residential
8384,80687899,80766153,12.8,2000,1,residential
8385,80687899,80687897,10.2,2000,1,residential
8386,80687899,80738125,12.3,2000,1,residential
8387,80687940,80687942,6.3,2000,1,residential
8388,80687940,80678349,16.1,2000,1,tertiary
8389,80687940,80678349,16.1,2000,2,tertiary
8390,80687940,80741761,16.3,2000,1,tertiary
8391,80687940,80741761,16.3,2000,2,tertiary
8392,80687942,80687940,6.3,2000,1,residential
8393,80687966,80687968,13.1,2000,1,residential
8394,80687966,80738143,8.0,2000,1,tertiary
8395,80687966,80746735,7.9,2000,1,tertiary
8396,80687968,80687966,13.1,2000,1,residential
8397,80687972,80673022,34.7,2000,1,residential
8398,80687972,80738164,5.8,2000,1,residential
8399,80687972,80760004,8.0,2000,1,residential
8400,80688018,80764845,6.0,2000,1,secondary
8401,80688018,80764845,6.0,2000,2,secondary
8402,80688018,80764845,6.0,2000,3,secondary
8403,80688018,80764845,6.0,2000,4,secondary
8404,80688018,80764845,6.0,2000,5,secondary
8405,80688018,2446664256,0.8,2000,1,secondary
8406,80688018,2446664256,0.8,2000,2,secondary
8407,80688018,2446664256,0.8,2000,3,secondary
8408,80688018,2446664256,0.8,2000,4,secondary
8409,80688018,2446664256,0.8,2000,5,secondary
8410,80688018,871450149,14.5,2000,1,tertiary
8411,80688018,871450149,14.5,2000,2,tertiary
8412,80688023,80785978,11.7,2000,1,residential
8413,80688023,80765431,8.4,2000,1,residential
8414,80688023,80767249,27.2,2000,1,residential
8415,80688047,80689940,1.6,2000,1,residential
8416,80688047,80688075,5.4,2000,1,residential
8417,80688047,80688049,8.9,2000,1,residential
8418,80688049,80671055,9.2,2000,1,residential
8419,80688049,80674534,8.4,2000,1,residential
8420,80688049,80688047,8.9,2000,1,residential
8421,80688051,80671055,17.3,2000,1,residential
8422,80688051,80786265,7.8,2000,1,tertiary
8423,80688051,80786265,7.8,2000,2,tertiary
8424,80688051,80752446,7.9,2000,1,tertiary
8425,80688051,80752446,7.9,2000,2,tertiary
8426,80688051,80678956,12.2,2000,1,residential
8427,80688053,80678956,22.6,2000,1,residential
8428,80688053,80693688,16.0,2000,1,residential
8429,80688053,80688055,17.7,2000,1,residential
8430,80688053,80719577,7.9,2000,1,tertiary
8431,80688053,80719577,7.9,2000,2,tertiary
8432,80688053,80719575,7.7,2000,1,tertiary
8433,80688053,80719575,7.7,2000,2,tertiary
8434,80688055,80688057,17.8,2000,1,residential
8435,80688055,80688057,17.8,2000,2,residential
8436,80688055,80688057,17.8,2000,3,residential
8437,80688055,80688053,17.7,2000,1,residential
8438,80688055,80786336,8.7,2000,1,residential
8439,80688055,80752448,8.6,2000,1,residential
8440,80688057,80688055,17.8,2000,1,residential
8441,80688057,80688055,17.8,2000,2,residential
8442,80688057,80688055,17.8,2000,3,residential
8443,80688057,80693056,6.6,2000,1,primary
8444,80688057,80693056,6.6,2000,2,primary
8445,80688057,80693056,6.6,2000,3,primary
8446,80688057,80693056,6.6,2000,4,primary
8447,80688057,80693056,6.6,2000,5,primary
8448,80688057,80693058,6.6,2000,1,primary
8449,80688060,80688062,12.8,2000,1,residential
8450,80688062,80688060,12.8,2000,1,residential
8451,80688062,80707320,8.3,2000,1,residential
8452,80688062,80707320,8.3,2000,2,residential
8453,80688062,80707318,8.5,2000,1,residential
8454,80688062,80707318,8.5,2000,2,residential
8455,80688062,80688063,19.3,2000,1,residential
8456,80688063,80688064,17.5,2000,1,residential
8457,80688063,80688062,19.3,2000,1,residential
8458,80688063,80770173,7.1,2000,1,primary
8459,80688063,80752476,7.4,2000,1,primary
8460,80688063,80752476,7.4,2000,2,primary
8461,80688063,80752476,7.4,2000,3,primary
8462,80688063,80752476,7.4,2000,4,primary
8463,80688064,80688066,17.5,2000,1,residential
8464,80688064,80719911,8.3,2000,1,residential
8465,80688064,80719909,8.6,2000,1,residential
8466,80688064,80688063,17.5,2000,1,residential
8467,80688066,80688064,17.5,2000,1,residential
8468,80688066,80774417,8.3,2000,1,residential
8469,80688066,80752478,8.5,2000,1,residential
8470,80688070,80746866,5.0,2000,1,secondary
8471,80688070,80746866,5.0,2000,2,secondary
8472,80688070,80688074,18.4,2000,1,residential
8473,80688070,80746867,10.0,2000,1,secondary
8474,80688070,80746867,10.0,2000,2,secondary
8475,80688074,80688075,16.9,2000,1,residential
8476,80688074,80689938,6.9,2000,1,residential
8477,80688074,80711701,7.2,2000,1,residential
8478,80688074,80688070,18.4,2000,1,residential
8479,80688075,80688074,16.9,2000,1,residential
8480,80688075,80688047,5.4,2000,1,residential
8481,80688075,80752444,3.6,2000,1,residential
8482,80689388,2598764873,9.8,2000,1,residential
8483,80689388,80718947,17.3,2000,1,residential
8484,80689388,80718957,15.0,2000,1,residential
8485,80689388,1341476774,8.1,2000,1,residential
8486,80689391,80689393,9.4,2000,1,residential
8487,80689391,1341476774,9.3,2000,1,residential
8488,80689391,1341476799,25.2,2000,1,residential
8489,80689393,80689395,6.5,2000,1,residential
8490,80689393,80689391,9.4,2000,1,residential
8491,80689393,1341476800,25.3,2000,1,residential
